TIPO_VIA;NOMBRE_VIA;NUMERO;RESTO;texto;entidades
CALLE;DE TORREGROSA;n*36;2 CTRO;CALLE DE TORREGROSA n*36 2 CTRO;('CALLE DE TORREGROSA n*36 2 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE SANTA FELICIANA;nº5;10ºA;CALLE DE SANTA FELICIANA nº5 10ºA;('CALLE DE SANTA FELICIANA nº5 10ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 33, 'RESTO')]})
CALLE;DE BINEFAR;nr11;4-B;CALLE DE BINEFAR nr11 4-B;('CALLE DE BINEFAR nr11 4-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
AVENIDA;DEL PAPA NEGRO;nº36;3 D;AVENIDA DEL PAPA NEGRO nº36 3 D;('AVENIDA DEL PAPA NEGRO nº36 3 D', {'entities': [(0, 7, 'TIPO_VIA'), (8, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE DORA;nr24,;2B;CALLE DE DORA nr24, 2B;('CALLE DE DORA nr24, 2B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 13, 'NOMBRE_VIA'), (14, 19, 'NUMERO'), (20, 22, 'RESTO')]})
CALLE;DEL DESAGÜE DEL CANAL;n1;10CTRO;CALLE DEL DESAGÜE DEL CANAL n1 10CTRO;('CALLE DEL DESAGÜE DEL CANAL n1 10CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DE VAINILLA;nº32;5-IZDA;CALLE DE VAINILLA nº32 5-IZDA;('CALLE DE VAINILLA nº32 5-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 29, 'RESTO')]})
PLAZA;DE ISABEL II;n*23;8-IZDA;PLAZA DE ISABEL II n*23 8-IZDA;('PLAZA DE ISABEL II n*23 8-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE ANTONIO PEREZ DE GUZMAN;n19;3ºDCHA;CALLE DE ANTONIO PEREZ DE GUZMAN n19 3ºDCHA;('CALLE DE ANTONIO PEREZ DE GUZMAN n19 3ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 36, 'NUMERO'), (37, 43, 'RESTO')]})
CALLE;DE CURITI;nr23;7C;CALLE DE CURITI nr23 7C;('CALLE DE CURITI nr23 7C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 23, 'RESTO')]})
CALLE;DEL CRISTO DE LA VEGA;n*3,;6ºA;CALLE DEL CRISTO DE LA VEGA n*3, 6ºA;('CALLE DEL CRISTO DE LA VEGA n*3, 6ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 36, 'RESTO')]})
CALLE;DE SANTA CRUZ DE RETAMAR;24,;2-B;CALLE DE SANTA CRUZ DE RETAMAR 24, 2-B;('CALLE DE SANTA CRUZ DE RETAMAR 24, 2-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 34, 'NUMERO'), (35, 38, 'RESTO')]})
CALLE;DEL ESPLIEGO;n4;4A;CALLE DEL ESPLIEGO n4 4A;('CALLE DEL ESPLIEGO n4 4A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 24, 'RESTO')]})
CALLE;DE LOS VOLUNTARIOS MACABEBES;n8;4 IZDA;CALLE DE LOS VOLUNTARIOS MACABEBES n8 4 IZDA;('CALLE DE LOS VOLUNTARIOS MACABEBES n8 4 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 37, 'NUMERO'), (38, 44, 'RESTO')]})
PLAZA;DE SAN FRANCISCO;n31;6*IZDA;PLAZA DE SAN FRANCISCO n31 6*IZDA;('PLAZA DE SAN FRANCISCO n31 6*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLE;DE LA MAQUINILLA;nº49,;8*D;CALLE DE LA MAQUINILLA nº49, 8*D;('CALLE DE LA MAQUINILLA nº49, 8*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE SAN MARINO;n*1;8IZDA;CALLE DE SAN MARINO n*1 8IZDA;('CALLE DE SAN MARINO n*1 8IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 29, 'RESTO')]})
CALLE;DE MANUEL VILLARTA;nr14;10D;CALLE DE MANUEL VILLARTA nr14 10D;('CALLE DE MANUEL VILLARTA nr14 10D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DE LA CUQUEÑA VIEJA;n*42,;7 D;CALLE DE LA CUQUEÑA VIEJA n*42, 7 D;('CALLE DE LA CUQUEÑA VIEJA n*42, 7 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DEL CORREGIDOR RODRIGO RODRIGUEZ;n*30;7B;CALLE DEL CORREGIDOR RODRIGO RODRIGUEZ n*30 7B;('CALLE DEL CORREGIDOR RODRIGO RODRIGUEZ n*30 7B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 38, 'NOMBRE_VIA'), (39, 43, 'NUMERO'), (44, 46, 'RESTO')]})
PASEO;DE LOS TILOS;n*1,;6CTRO;PASEO DE LOS TILOS n*1, 6CTRO;('PASEO DE LOS TILOS n*1, 6CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 29, 'RESTO')]})
PLAZA;DEL DUQUE DE MODENA;n*23;7 A;PLAZA DEL DUQUE DE MODENA n*23 7 A;('PLAZA DEL DUQUE DE MODENA n*23 7 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE MUIÑOS;5;10C;CALLE DE MUIÑOS 5 10C;('CALLE DE MUIÑOS 5 10C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 17, 'NUMERO'), (18, 21, 'RESTO')]})
CALLE;DE ESTEBANEZ CALDERON;32,;4*D;CALLE DE ESTEBANEZ CALDERON 32, 4*D;('CALLE DE ESTEBANEZ CALDERON 32, 4*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DEL DOCTOR CASAL;n35,;4 C;CALLE DEL DOCTOR CASAL n35, 4 C;('CALLE DEL DOCTOR CASAL n35, 4 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DEL PUERTO DE SAN GLORIO;n39;7-IZDA;CALLE DEL PUERTO DE SAN GLORIO n39 7-IZDA;('CALLE DEL PUERTO DE SAN GLORIO n39 7-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 34, 'NUMERO'), (35, 41, 'RESTO')]})
CALLE;DE VILLACAÑAS;nº13;5-A;CALLE DE VILLACAÑAS nº13 5-A;('CALLE DE VILLACAÑAS nº13 5-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE LAS ISLAS COLUMBRETES;n*42;2*IZDA;CALLE DE LAS ISLAS COLUMBRETES n*42 2*IZDA;('CALLE DE LAS ISLAS COLUMBRETES n*42 2*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 42, 'RESTO')]})
CALLE;DE LA SANTISIMA TRINIDAD;n31;10*CTRO;CALLE DE LA SANTISIMA TRINIDAD n31 10*CTRO;('CALLE DE LA SANTISIMA TRINIDAD n31 10*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 34, 'NUMERO'), (35, 42, 'RESTO')]})
CALLE;DEL DUQUE DE OSUNA;n*50,;6*CTRO;CALLE DEL DUQUE DE OSUNA n*50, 6*CTRO;('CALLE DEL DUQUE DE OSUNA n*50, 6*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DE AMOROS;n34;10*IZDA;CALLE DE AMOROS n34 10*IZDA;('CALLE DE AMOROS n34 10*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 19, 'NUMERO'), (20, 27, 'RESTO')]})
CALLE;DE FRANCISCO ALVAREZ;n*42;7 A;CALLE DE FRANCISCO ALVAREZ n*42 7 A;('CALLE DE FRANCISCO ALVAREZ n*42 7 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 35, 'RESTO')]})
GLORIETA;DE PIEDRAFITA DEL CEBRERO;n*36;5*B;GLORIETA DE PIEDRAFITA DEL CEBRERO n*36 5*B;('GLORIETA DE PIEDRAFITA DEL CEBRERO n*36 5*B', {'entities': [(0, 8, 'TIPO_VIA'), (9, 34, 'NOMBRE_VIA'), (35, 39, 'NUMERO'), (40, 43, 'RESTO')]})
CALLE;DEL ARROYO BELINCOSO;n*23;5D;CALLE DEL ARROYO BELINCOSO n*23 5D;('CALLE DEL ARROYO BELINCOSO n*23 5D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 34, 'RESTO')]})
CALLE;DE AZAGRA;42,;8ºB;CALLE DE AZAGRA 42, 8ºB;('CALLE DE AZAGRA 42, 8ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE VICENTE DE EUSEBIO;nº23;8IZDA;CALLE DE VICENTE DE EUSEBIO nº23 8IZDA;('CALLE DE VICENTE DE EUSEBIO nº23 8IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 38, 'RESTO')]})
CALLE;DE AURORA REDONDO;nº18;7ºIZDA;CALLE DE AURORA REDONDO nº18 7ºIZDA;('CALLE DE AURORA REDONDO nº18 7ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DEL GENERAL MANSO;n*50,;3ºIZDA;CALLE DEL GENERAL MANSO n*50, 3ºIZDA;('CALLE DEL GENERAL MANSO n*50, 3ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DE LA PERSUASION;nr20;10 B;CALLE DE LA PERSUASION nr20 10 B;('CALLE DE LA PERSUASION nr20 10 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 32, 'RESTO')]})
CALLE;DE LOS MONTES UNIVERSALES;21;8*D;CALLE DE LOS MONTES UNIVERSALES 21 8*D;('CALLE DE LOS MONTES UNIVERSALES 21 8*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 34, 'NUMERO'), (35, 38, 'RESTO')]})
CALLE;DE CORRAL DE ALMAGUER;nº38;2ºB;CALLE DE CORRAL DE ALMAGUER nº38 2ºB;('CALLE DE CORRAL DE ALMAGUER nº38 2ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 36, 'RESTO')]})
CALLE;DE LOS VOLUNTARIOS MACABEBES;n46;5*D;CALLE DE LOS VOLUNTARIOS MACABEBES n46 5*D;('CALLE DE LOS VOLUNTARIOS MACABEBES n46 5*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 38, 'NUMERO'), (39, 42, 'RESTO')]})
CALLE;DE GOMEZ DE ARTECHE;nr15;3*DCHA;CALLE DE GOMEZ DE ARTECHE nr15 3*DCHA;('CALLE DE GOMEZ DE ARTECHE nr15 3*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DEL CHIMBO;n*19;2-B;CALLE DEL CHIMBO n*19 2-B;('CALLE DEL CHIMBO n*19 2-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
PLAZA;DE ANGUIANO;n*6;10ºA;PLAZA DE ANGUIANO n*6 10ºA;('PLAZA DE ANGUIANO n*6 10ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 26, 'RESTO')]})
CAMINO;DEL PIÑONERO;nº7;2*CTRO;CAMINO DEL PIÑONERO nº7 2*CTRO;('CAMINO DEL PIÑONERO nº7 2*CTRO', {'entities': [(0, 6, 'TIPO_VIA'), (7, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
AVENIDA;DE LOS REYES CATOLICOS;nr49;1IZDA;AVENIDA DE LOS REYES CATOLICOS nr49 1IZDA;('AVENIDA DE LOS REYES CATOLICOS nr49 1IZDA', {'entities': [(0, 7, 'TIPO_VIA'), (8, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 41, 'RESTO')]})
CALLE;DE MACARIO BARJA;nº27,;10IZDA;CALLE DE MACARIO BARJA nº27, 10IZDA;('CALLE DE MACARIO BARJA nº27, 10IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE ORFILA;nr18;6-IZDA;CALLE DE ORFILA nr18 6-IZDA;('CALLE DE ORFILA nr18 6-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 27, 'RESTO')]})
CALLE;DEL RAIGRAS;nº33;5A;CALLE DEL RAIGRAS nº33 5A;('CALLE DEL RAIGRAS nº33 5A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 25, 'RESTO')]})
CALLE;DEL RISCO DE LOS GAVILANES;nr34,;7*C;CALLE DEL RISCO DE LOS GAVILANES nr34, 7*C;('CALLE DEL RISCO DE LOS GAVILANES nr34, 7*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 38, 'NUMERO'), (39, 42, 'RESTO')]})
CAMINO;DE LOS YESEROS;24;1DCHA;CAMINO DE LOS YESEROS 24 1DCHA;('CAMINO DE LOS YESEROS 24 1DCHA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 30, 'RESTO')]})
CALLE;DE SALLABERRY;42;7 B;CALLE DE SALLABERRY 42 7 B;('CALLE DE SALLABERRY 42 7 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DEL LAUD;nr14;4 IZDA;CALLE DEL LAUD nr14 4 IZDA;('CALLE DEL LAUD nr14 4 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 26, 'RESTO')]})
CALLE;DEL CINE;nº17;8ºC;CALLE DEL CINE nº17 8ºC;('CALLE DEL CINE nº17 8ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE PEDRO HEREDIA;18,;2 C;CALLE DE PEDRO HEREDIA 18, 2 C;('CALLE DE PEDRO HEREDIA 18, 2 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE CLAUDIO SANCHEZ ALBORNOZ;nr24;5ºD;CALLE DE CLAUDIO SANCHEZ ALBORNOZ nr24 5ºD;('CALLE DE CLAUDIO SANCHEZ ALBORNOZ nr24 5ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 33, 'NOMBRE_VIA'), (34, 38, 'NUMERO'), (39, 42, 'RESTO')]})
CALLE;DEL BUSCON DON PABLOS;n11;7-C;CALLE DEL BUSCON DON PABLOS n11 7-C;('CALLE DEL BUSCON DON PABLOS n11 7-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 35, 'RESTO')]})
COLONIA;DEL PINAR DEL REY;42;1-DCHA;COLONIA DEL PINAR DEL REY 42 1-DCHA;('COLONIA DEL PINAR DEL REY 42 1-DCHA', {'entities': [(0, 7, 'TIPO_VIA'), (8, 25, 'NOMBRE_VIA'), (26, 28, 'NUMERO'), (29, 35, 'RESTO')]})
PLAZA;DE ANDRES MANJON;28;7 C;PLAZA DE ANDRES MANJON 28 7 C;('PLAZA DE ANDRES MANJON 28 7 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE JUAN DE IZIAR;nr35,;5*IZDA;CALLE DE JUAN DE IZIAR nr35, 5*IZDA;('CALLE DE JUAN DE IZIAR nr35, 5*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE ORGAZ;n42;7A;CALLE DE ORGAZ n42 7A;('CALLE DE ORGAZ n42 7A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 21, 'RESTO')]})
CALLE;DE GONZALEZ AMIGO;n1,;7 DCHA;CALLE DE GONZALEZ AMIGO n1, 7 DCHA;('CALLE DE GONZALEZ AMIGO n1, 7 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE EUSEBIO BLASCO;n48;7*DCHA;CALLE DE EUSEBIO BLASCO n48 7*DCHA;('CALLE DE EUSEBIO BLASCO n48 7*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE CUEVA VALIENTE;n2,;1 A;CALLE DE CUEVA VALIENTE n2, 1 A;('CALLE DE CUEVA VALIENTE n2, 1 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE ANTONIO CANTALEJO;n29;10-B;CALLE DE ANTONIO CANTALEJO n29 10-B;('CALLE DE ANTONIO CANTALEJO n29 10-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 35, 'RESTO')]})
CALLE;DE ROCINANTE;nr1;6 A;CALLE DE ROCINANTE nr1 6 A;('CALLE DE ROCINANTE nr1 6 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE VICENTE BLASCO IBAÑEZ;n43,;7B;CALLE DE VICENTE BLASCO IBAÑEZ n43, 7B;('CALLE DE VICENTE BLASCO IBAÑEZ n43, 7B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 38, 'RESTO')]})
CALLE;DE FEDERICO GRASES;nº6,;9*C;CALLE DE FEDERICO GRASES nº6, 9*C;('CALLE DE FEDERICO GRASES nº6, 9*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DEL GENERAL GALLEGOS;n3,;10ºC;CALLE DEL GENERAL GALLEGOS n3, 10ºC;('CALLE DEL GENERAL GALLEGOS n3, 10ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 35, 'RESTO')]})
CALLE;DE LA MONTERA;nr44,;9B;CALLE DE LA MONTERA nr44, 9B;('CALLE DE LA MONTERA nr44, 9B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 25, 'NUMERO'), (26, 28, 'RESTO')]})
PLAZA;DE LA OROTAVA;nº38;10ºB;PLAZA DE LA OROTAVA nº38 10ºB;('PLAZA DE LA OROTAVA nº38 10ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 29, 'RESTO')]})
CALLE;DE LA CERCETA;nº45;1A;CALLE DE LA CERCETA nº45 1A;('CALLE DE LA CERCETA nº45 1A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 27, 'RESTO')]})
CALLE;DE SALAS;n45;7*C;CALLE DE SALAS n45 7*C;('CALLE DE SALAS n45 7*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 22, 'RESTO')]})
CALLE;DEL MONASTERIO DE LAS HUELGAS;32;8-CTRO;CALLE DEL MONASTERIO DE LAS HUELGAS 32 8-CTRO;('CALLE DEL MONASTERIO DE LAS HUELGAS 32 8-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 35, 'NOMBRE_VIA'), (36, 38, 'NUMERO'), (39, 45, 'RESTO')]})
CALLE;DE JOSE ANTONIO NAVARRETE;nº32;5-C;CALLE DE JOSE ANTONIO NAVARRETE nº32 5-C;('CALLE DE JOSE ANTONIO NAVARRETE nº32 5-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 36, 'NUMERO'), (37, 40, 'RESTO')]})
CALLE;DE LA SAXIFRAGA;17;6-IZDA;CALLE DE LA SAXIFRAGA 17 6-IZDA;('CALLE DE LA SAXIFRAGA 17 6-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE LA BATALLA DE SALAMINA;n*44;3-C;CALLE DE LA BATALLA DE SALAMINA n*44 3-C;('CALLE DE LA BATALLA DE SALAMINA n*44 3-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 36, 'NUMERO'), (37, 40, 'RESTO')]})
CALLE;DE LA PATILLA;nº24,;9 DCHA;CALLE DE LA PATILLA nº24, 9 DCHA;('CALLE DE LA PATILLA nº24, 9 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 25, 'NUMERO'), (26, 32, 'RESTO')]})
PLAZA;DE GOMEZ ACEBO;n16,;5-B;PLAZA DE GOMEZ ACEBO n16, 5-B;('PLAZA DE GOMEZ ACEBO n16, 5-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 29, 'RESTO')]})
PLAZA;DEL EMPERADOR CARLOS V;n*33;2ºD;PLAZA DEL EMPERADOR CARLOS V n*33 2ºD;('PLAZA DEL EMPERADOR CARLOS V n*33 2ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 33, 'NUMERO'), (34, 37, 'RESTO')]})
CALLE;DE LA VIOLETERA;n18;9*D;CALLE DE LA VIOLETERA n18 9*D;('CALLE DE LA VIOLETERA n18 9*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE HOSPITALET DE LLOBREGAT;nr38;10 B;CALLE DE HOSPITALET DE LLOBREGAT nr38 10 B;('CALLE DE HOSPITALET DE LLOBREGAT nr38 10 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 37, 'NUMERO'), (38, 42, 'RESTO')]})
CALLE;DEL ARROYO DE POZUELO;18;5D;CALLE DEL ARROYO DE POZUELO 18 5D;('CALLE DEL ARROYO DE POZUELO 18 5D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 30, 'NUMERO'), (31, 33, 'RESTO')]})
CALLE;DE FRANCISCO TARREGA;23;10-DCHA;CALLE DE FRANCISCO TARREGA 23 10-DCHA;('CALLE DE FRANCISCO TARREGA 23 10-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 29, 'NUMERO'), (30, 37, 'RESTO')]})
CALLE;DE LORCA;19,;4*DCHA;CALLE DE LORCA 19, 4*DCHA;('CALLE DE LORCA 19, 4*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 25, 'RESTO')]})
CALLE;DE AGUSTIN DE ROJAS;nr18;8CTRO;CALLE DE AGUSTIN DE ROJAS nr18 8CTRO;('CALLE DE AGUSTIN DE ROJAS nr18 8CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 36, 'RESTO')]})
CALLE;DE PRADILLO;nº38,;2A;CALLE DE PRADILLO nº38, 2A;('CALLE DE PRADILLO nº38, 2A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 23, 'NUMERO'), (24, 26, 'RESTO')]})
PLAZA;DE LOS PILARES;19;3ºDCHA;PLAZA DE LOS PILARES 19 3ºDCHA;('PLAZA DE LOS PILARES 19 3ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 23, 'NUMERO'), (24, 30, 'RESTO')]})
